order_item_id,order_id,product_id,qty,unit_price,line_total
412,1192,1181,3,432.22,1728.88
413,8374,1104,1,255.36,255.36
414,11729,1112,1,117.65,588.25
415,6936,680,3,116.29,348.87
416,14084,763,3,215.26,215.26
417,19911,258,3,20.53,41.06
418,1429,1492,5,95.57,286.71
419,6266,1200,1,181.2,362.4
420,11793,1430,3,300.17,1500.85
421,12071,731,5,280.12,560.24
422,14400,549,1,424.71,1698.84
423,7102,802,4,120.21,120.21
424,3578,242,4,12.11,12.11
425,1450,420,2,94.97,189.94
426,17607,1422,2,43.04,172.16
427,8766,146,5,732.67,732.67
428,2314,963,4,130.06,390.18
429,17873,151,1,92.07,92.07
430,9643,204,4,88.8,444.0
431,12432,1022,1,264.14,264.14
432,475,1011,2,1431.27,1431.27
433,8436,768,3,1211.32,1211.32
434,19138,419,5,35.02,140.08
435,6516,945,1,699.62,1399.24
436,2442,241,2,804.53,2413.59
437,12491,406,4,249.97,999.88
438,3646,263,2,145.51,582.04
439,7439,366,5,73.72,221.16
440,12584,529,1,87.24,87.24
441,3698,597,2,78.48,78.48
442,18128,703,3,836.12,4180.6
443,14803,1143,3,167.04,334.08
444,2021,1268,1,1741.83,6967.32
445,6622,607,2,179.43,538.29
446,8014,483,4,54.9,274.5
447,14520,564,3,1069.13,1069.13
448,106,1027,4,97.09,291.27
449,4652,792,3,122.25,366.75
450,7824,535,5,58.94,235.76
451,12312,1144,1,339.4,678.8
452,11154,407,5,276.42,1105.68
453,11078,1249,1,372.89,1491.56
454,19543,422,1,116.55,466.2
455,17330,261,3,89.03,356.12
456,13233,509,4,1211.93,2423.86
457,7003,201,5,61.83,247.32
458,12994,366,2,95.41,190.82
459,10946,1116,3,115.6,462.4
460,2604,48,2,911.33,911.33
461,11751,589,5,358.18,716.36
462,8506,1266,2,159.94,639.76
463,4886,349,5,74.76,373.8
464,13654,247,3,904.59,4522.95
465,1762,783,2,702.62,3513.1
466,9996,1348,4,361.61,1446.44
467,17792,39,1,29.92,59.84
468,17122,491,2,51.12,255.6
469,8787,1207,3,121.72,243.44
470,1456,475,4,16.64,83.2
471,19397,1059,2,455.45,2277.25
472,12760,457,1,72.1,288.4
473,13838,1434,2,490.71,2453.55
474,3593,1441,5,100.46,200.92
475,16460,1199,4,1690.5,5071.5
476,11794,727,4,162.07,162.07
477,17777,394,4,256.19,1280.95
478,5996,790,4,101.39,506.95
479,16916,1223,1,205.7,411.4
480,9662,1242,3,60.69,182.07
481,4259,1065,4,26.81,107.24
482,11391,256,5,69.61,69.61
483,19247,1299,3,76.25,76.25
484,9749,1482,3,605.78,2423.12
485,3161,965,1,25.09,125.45
486,10175,1030,1,100.41,100.41
487,64,524,5,914.41,1828.82
488,19384,408,4,159.53,159.53
489,11564,967,5,156.61,783.05
490,16914,274,3,287.42,862.26
491,3843,350,5,2265.68,2265.68
492,2999,542,2,73.64,368.2
493,3798,1245,2,255.84,255.84
494,15644,1303,3,53.94,161.82
495,13885,909,2,1531.16,6124.64
496,16506,701,2,86.25,345.0
497,1384,49,2,40.82,81.64
498,5344,929,3,157.31,157.31
499,6069,772,1,56.91,113.82
500,7177,16,3,52.82,264.1
501,14567,246,5,45.85,137.55
502,14174,170,2,187.7,563.1
503,1026,767,3,1168.83,3506.49
504,5694,1038,2,194.17,582.51
505,18623,1220,5,114.43,572.15
506,11734,1060,2,217.63,435.26
507,14382,1230,4,164.41,164.41
508,19179,373,5,128.82,386.46
509,10475,728,3,209.62,628.86
510,1247,279,3,58.47,175.41
511,14817,1493,2,63.98,319.9
512,16515,227,5,136.5,546.0
513,11996,918,2,61.35,245.4
514,14040,59,2,115.08,230.16
515,2434,423,4,29.97,29.97
516,11595,1247,3,154.61,618.44
517,19511,881,3,92.05,92.05
518,4138,805,1,141.3,423.9
519,15492,1415,3,144.06,720.3
520,9263,771,4,1579.53,1579.53
521,6967,485,4,83.18,332.72
522,16926,499,4,108.86,108.86
523,16757,262,4,46.75,46.75
524,16471,1395,3,169.44,169.44
525,2188,684,5,261.49,1307.45
526,10675,833,2,140.35,280.7
527,15371,1039,4,51.88,51.88
528,8935,914,4,217.7,217.7
529,9638,22,1,417.04,417.04
530,18252,766,2,96.58,482.9
531,7721,924,3,40.41,40.41
532,19277,977,3,59.43,297.15
533,495,912,1,958.43,4792.15
534,8761,977,3,58.38,58.38
535,2353,1418,2,43.8,131.4
536,13698,469,1,48.55,48.55
537,10768,666,3,187.52,375.04
538,4505,533,4,178.54,892.7
539,1764,1392,1,194.14,582.42
540,7508,1132,1,946.78,4733.9
541,19482,1336,3,182.89,365.78
542,14209,228,5,210.57,631.71
543,4044,1302,3,222.05,444.1
544,6721,301,3,387.48,1162.44
545,18040,113,5,153.7,614.8
546,15737,60,1,205.84,411.68
547,12564,1000,4,263.96,1055.84
548,18373,25,1,197.79,791.16
549,11256,21,1,61.56,246.24
550,3130,594,1,216.72,1083.6
551,9028,470,1,29.94,29.94
552,9190,1351,1,67.61,270.44
553,6624,1271,5,74.71,373.55
554,3318,393,4,534.0,1068.0
555,14197,300,1,90.1,270.3
556,5082,1372,3,19.82,19.82
557,8537,137,1,51.71,155.13
558,3408,1131,2,228.99,915.96
559,4367,1500,4,13.52,40.56
560,10747,1105,2,147.8,591.2
561,13435,492,5,165.87,829.35
562,13411,664,5,117.05,351.15
563,16736,666,3,181.57,726.28
564,7053,106,1,1244.92,6224.6
565,19325,768,4,1366.32,4098.96
566,8000,1158,5,76.42,229.26
567,19919,526,3,143.92,719.6
568,18121,446,3,65.37,196.11
569,16457,931,3,423.53,1270.59
570,2031,1221,2,38.09,76.18
571,15542,120,1,162.2,486.6
572,10809,1343,1,185.15,370.3
573,2460,1140,1,324.24,1621.2
574,2207,512,1,67.98,339.9
575,17919,149,5,303.78,1518.9
576,7178,200,4,241.32,1206.6
577,1441,113,3,114.67,458.68
578,8772,7,3,18.71,56.13
579,7547,523,2,125.38,376.14
580,2930,832,1,122.14,610.7
581,2486,1394,1,201.32,201.32
582,4321,1164,4,122.62,367.86
583,4351,1076,1,68.96,275.84
584,9832,700,4,60.27,120.54
585,359,1394,1,208.0,208.0
586,17766,1092,5,67.86,271.44
587,3500,1316,3,126.23,252.46
588,5426,938,2,1752.23,3504.46
589,14078,1039,5,48.88,97.76
590,9141,161,5,37.44,74.88
591,18303,728,1,187.27,187.27
592,6581,1477,2,111.24,444.96
593,2364,853,5,130.81,654.05
594,14666,1480,4,960.63,3842.52
595,307,506,2,45.93,137.79
596,14897,1414,3,31.25,156.25
597,17820,450,3,259.08,259.08
598,2230,1423,3,48.08,240.4
599,656,562,4,143.94,431.82
600,15499,884,2,223.23,446.46
601,17097,1204,5,194.08,194.08
602,16544,214,2,160.18,160.18
603,1053,97,3,126.47,632.35
604,17544,745,4,1195.64,1195.64
605,7318,516,4,266.91,1067.64
606,13320,833,4,156.07,312.14
607,8888,269,5,83.55,334.2
608,15921,783,1,708.33,1416.66
609,7036,1122,4,118.45,236.9
610,11822,429,4,147.35,147.35
611,14283,320,2,84.58,422.9
612,12651,788,5,145.55,291.1
613,5542,979,5,1730.23,8651.15
614,8702,121,2,513.61,2054.44
615,9544,1111,3,94.84,379.36
616,13213,7,5,19.62,98.1
617,16593,1177,5,90.12,450.6
618,2305,490,5,971.74,971.74
619,7519,1375,2,121.52,121.52
620,3112,570,4,41.36,206.8
621,9819,667,5,478.2,1434.6
622,11471,853,1,102.93,308.79
623,8461,640,1,103.76,311.28
624,9542,1403,1,167.83,671.32
625,12668,442,3,20.69,20.69
626,2045,998,2,111.71,223.42
627,8430,903,4,96.38,289.14
628,1282,257,4,58.93,235.72
629,16405,44,1,101.32,506.6
630,211,668,2,411.4,2057.0
631,16316,1366,1,114.79,573.95
632,14384,1039,2,51.63,154.89
633,15643,308,3,128.19,256.38
634,18399,37,4,585.89,2343.56
635,19615,299,4,40.1,160.4
636,10326,912,5,944.72,3778.88
637,10642,128,1,63.47,63.47
638,18201,1084,3,131.95,395.85
639,9543,1179,4,104.21,312.63
640,16265,139,5,1599.57,3199.14
641,2136,227,5,133.82,401.46
642,15831,291,1,131.31,656.55
643,19171,859,4,187.39,936.95
644,15551,493,2,60.44,60.44
645,8365,139,5,1819.55,5458.65
646,8076,532,2,22.49,44.98
647,3002,1364,5,42.93,171.72
648,2952,428,2,291.23,291.23
649,7923,73,4,267.42,534.84
650,12811,762,5,447.17,447.17
651,19740,1369,2,77.45,77.45
652,2631,704,5,393.78,1575.12
653,9245,1420,1,255.0,765.0
654,909,878,1,77.31,77.31
655,2133,891,5,110.32,330.96
656,12313,1040,1,110.4,552.0
657,4867,1255,5,164.45,822.25
658,14021,883,4,172.81,172.81
659,2519,613,5,100.62,100.62
660,11898,1150,1,187.06,374.12
661,6646,951,4,1240.03,1240.03
662,9336,363,2,266.27,1065.08
663,17223,200,5,265.41,265.41
664,10744,268,2,51.67,51.67
665,7869,319,2,1168.72,5843.6
666,1479,932,4,61.25,61.25
667,16569,482,5,238.27,953.08
668,11754,1234,4,232.46,464.92
669,15127,959,3,213.74,854.96
670,9726,1414,1,32.6,32.6
671,10094,1127,3,147.22,294.44
672,11060,65,5,198.27,594.81
673,12625,13,3,81.48,407.4
674,6335,613,2,115.03,115.03
675,8338,1215,3,373.83,1121.49
676,4429,320,3,108.5,325.5
677,8377,595,2,287.06,574.12
678,2330,1044,3,1140.43,1140.43
679,6641,482,2,247.48,742.44
680,14129,646,1,73.37,146.74
681,6998,433,1,24.83,74.49
682,7448,876,1,165.4,165.4
683,8000,254,4,92.29,184.58
684,13777,424,4,215.48,1077.4
685,4087,111,2,25.66,76.98
686,4976,1488,1,86.37,86.37
687,19196,157,1,122.44,612.2
688,1601,1125,5,257.41,1029.64
689,7175,1198,2,153.92,153.92
690,2072,1232,2,148.51,742.55
691,19903,1330,5,82.39,329.56
692,16717,44,2,92.23,461.15
693,16596,1155,1,128.5,642.5
694,6683,245,3,190.16,950.8
695,17772,864,2,181.44,544.32
696,275,1036,3,1195.49,5977.45
697,14809,1075,4,171.96,859.8
698,14985,893,4,147.24,736.2
699,5846,1014,3,22.9,68.7
700,5194,858,2,80.12,240.36
701,12504,1178,3,794.76,3973.8
702,19129,560,2,54.3,217.2
703,18901,60,1,220.65,882.6
704,4749,764,2,26.26,78.78
705,1212,1136,1,44.01,132.03
706,18894,950,5,543.12,1086.24
707,19884,823,1,22.73,68.19
708,16696,1276,4,69.77,279.08
709,3496,1387,3,300.02,300.02
710,17655,505,3,83.21,249.63
711,13808,568,4,67.86,339.3
712,5648,386,4,190.59,381.18
713,14580,447,1,70.54,352.7
714,15531,1372,3,17.4,87.0
715,2847,774,3,158.15,474.45
716,12228,1352,5,140.78,422.34
717,19878,1199,3,1515.96,6063.84
718,1418,252,4,111.04,111.04
719,465,197,2,62.22,124.44
720,11122,1350,5,34.72,138.88
721,11494,24,5,296.91,890.73
722,19244,721,3,145.41,145.41
723,9461,1220,2,148.16,592.64
724,8891,39,5,35.16,175.8
725,12941,590,1,43.14,215.7
726,10589,224,4,411.59,1234.77
727,4260,904,4,182.03,364.06
728,390,889,1,831.92,4159.6
729,7669,1190,1,431.71,863.42
730,1149,869,4,95.7,382.8
731,8218,564,2,1256.1,2512.2
732,18568,610,4,148.8,148.8
733,974,657,1,112.4,224.8
734,9535,424,2,175.38,175.38
735,15953,963,3,137.4,687.0
736,3166,866,5,114.3,571.5
737,8433,730,1,121.74,243.48
738,1593,802,1,148.82,446.46
739,4987,1067,4,210.93,421.86
740,2745,347,1,120.35,481.4
741,17046,1440,3,69.76,279.04
742,17958,971,3,165.81,663.24
743,12183,289,3,179.98,359.96
744,2874,38,1,112.4,562.0
745,16736,860,2,146.81,587.24
746,9943,338,1,277.74,277.74
747,9268,1044,5,1240.09,4960.36
748,8393,1468,1,161.36,806.8
749,4140,153,4,86.19,86.19
750,3384,1325,2,142.9,142.9
751,5556,1209,5,48.56,242.8
752,7174,288,3,485.22,970.44
753,7636,1221,3,32.52,130.08
754,17324,214,4,160.64,803.2
755,9178,404,4,97.4,194.8
756,15102,956,1,55.32,165.96
757,14653,1418,2,52.76,211.04
758,14920,541,5,226.21,452.42
759,19664,254,5,99.37,99.37
760,8119,906,2,99.46,397.84
761,4752,908,1,279.04,837.12
762,5233,727,2,131.87,527.48
763,19386,503,4,1008.17,4032.68
764,664,1360,3,202.89,202.89
765,11018,513,5,160.57,802.85
766,12937,848,3,9.29,18.58
767,18465,309,1,157.66,630.64
768,16573,497,4,38.71,154.84
769,8521,657,5,132.57,397.71
770,9265,77,2,72.94,72.94
771,19560,8,5,309.2,1236.8
772,16976,1210,3,186.58,746.32
773,2264,835,5,354.63,1418.52
774,12793,1468,4,159.9,799.5
775,18554,420,2,125.87,503.48
776,6380,1101,4,66.6,66.6
777,16185,1442,5,188.15,940.75
778,18580,1224,4,27.51,137.55
779,537,1228,4,160.3,801.5
780,7973,1048,5,155.26,155.26
781,6201,27,4,91.37,182.74
782,6257,575,1,97.29,486.45
783,4912,685,4,324.3,972.9
784,8266,810,3,71.11,284.44
785,5835,1416,2,200.63,601.89
786,12516,47,4,188.88,944.4
787,9436,1067,5,209.84,1049.2
788,12267,24,5,343.75,1031.25
789,5931,537,1,93.69,93.69
790,18687,262,2,49.63,99.26
791,7238,623,4,146.45,146.45
792,9316,607,2,204.31,1021.55
793,4023,1351,2,74.09,296.36
794,19908,365,2,623.7,3118.5
795,1044,1131,5,232.46,929.84
796,10372,1243,4,190.19,380.38
